state_id,start_x,start_y,goal_x,goal_y,robot_x,robot_y,delta_x,delta_y,euclidean_dist,angle_to_goal,obs_dist_up,obs_dist_down,obs_dist_left,obs_dist_right,selected_action,joint_angle_1,joint_angle_2,path_length_so_far,reward,converged_flag,episode_id,time_step,obs_grid_flat_0,obs_grid_flat_1,obs_grid_flat_2,obs_grid_flat_3,obs_grid_flat_4,obs_grid_flat_5,obs_grid_flat_6,obs_grid_flat_7,obs_grid_flat_8,obs_grid_flat_9,obs_grid_flat_10,obs_grid_flat_11,obs_grid_flat_12,obs_grid_flat_13,obs_grid_flat_14,obs_grid_flat_15,obs_grid_flat_16,obs_grid_flat_17,obs_grid_flat_18,obs_grid_flat_19,obs_grid_flat_20,obs_grid_flat_21,obs_grid_flat_22,obs_grid_flat_23,obs_grid_flat_24
4224,2,2,0,0,1,4,-1,-4,4.12,-104.04,0,0,0,2,3,16.45,135.15,6.98,0.97,1,4,23,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
11538,2,2,4,0,4,3,0,-3,3.0,-90.0,3,1,4,0,0,94.25,113.42,3.5,0.95,1,13,26,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11707,3,4,4,0,0,0,4,0,4.0,0.0,0,1,0,4,3,111.91,166.45,8.67,0.91,1,17,41,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1938,3,4,4,2,0,1,4,1,4.12,14.04,1,0,0,0,0,133.92,51.21,9.49,0.97,1,18,44,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
6362,2,1,2,0,2,4,0,-4,4.0,-90.0,0,0,1,1,2,76.87,2.26,6.94,0.97,1,15,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1
1096,2,4,1,4,4,0,-3,4,5.0,126.87,0,3,4,0,1,63.89,125.5,3.68,0.91,1,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12439,1,2,3,3,2,4,1,-1,1.41,-45.0,4,0,2,0,0,179.98,8.41,8.27,0.9,1,14,35,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13082,4,3,3,2,1,1,2,1,2.24,26.57,1,3,1,0,1,162.36,145.3,5.93,0.93,1,11,47,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2839,2,0,0,3,4,3,-4,0,4.0,180.0,1,1,4,0,2,143.84,25.81,1.6,1.0,1,37,48,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,2,4,2,2,1,4,1,-2,2.24,-63.43,0,0,0,3,3,90.76,173.63,6.11,0.97,1,29,38,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0
7574,0,0,4,4,3,4,1,0,1.0,0.0,4,0,0,1,3,67.49,109.98,9.26,0.99,1,24,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
11525,3,0,0,1,1,1,-1,0,1.0,180.0,1,0,1,1,2,69.65,148.08,8.3,0.96,1,28,36,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
6197,2,1,2,1,0,3,2,-2,2.83,-45.0,1,1,0,3,0,104.01,33.49,9.45,0.96,1,15,9,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
9945,3,1,0,4,0,2,0,2,2.0,90.0,2,0,0,0,0,43.68,88.19,6.22,0.92,1,42,30,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
10359,1,1,4,3,0,0,4,3,5.0,36.87,0,1,0,4,1,69.28,68.56,7.9,0.94,1,9,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
8826,4,4,1,4,2,4,-1,0,1.0,180.0,1,0,2,2,2,10.3,69.11,4.29,0.93,1,40,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1330,2,2,2,0,1,2,1,-2,2.24,-63.43,2,2,1,2,0,129.1,108.42,2.58,0.95,1,30,32,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9688,2,1,3,1,4,2,-1,-1,1.41,-135.0,0,1,4,0,2,85.4,9.59,8.15,0.94,1,14,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12865,3,4,2,2,4,0,-2,2,2.83,135.0,0,4,0,0,1,63.64,53.69,5.84,0.97,1,49,42,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13927,0,4,3,1,2,3,1,-2,2.24,-63.43,3,1,2,0,0,81.66,147.73,5.08,0.95,1,37,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7138,1,2,0,1,3,1,-3,0,3.0,180.0,1,3,1,0,2,11.8,31.6,4.23,0.91,1,34,9,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
9659,2,2,4,0,2,0,2,0,2.0,0.0,0,4,2,2,3,126.57,78.23,5.73,0.98,1,24,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13272,2,0,1,1,4,1,-3,0,3.0,180.0,1,3,3,0,2,157.77,159.88,9.15,0.91,1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5905,4,4,0,1,4,3,-4,-2,4.47,-153.43,0,1,3,0,2,101.93,154.17,7.89,0.93,1,47,20,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2732,1,1,0,1,2,3,-2,-2,2.83,-135.0,1,1,2,2,0,23.82,86.31,5.94,0.92,1,6,20,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
365,3,4,2,0,4,0,-2,0,2.0,180.0,0,4,3,0,2,140.85,33.29,4.76,0.99,1,50,17,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
273,1,0,1,4,4,4,-3,0,3.0,180.0,3,0,4,0,2,2.01,23.12,3.39,0.98,1,8,34,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9119,4,3,4,1,0,4,4,-3,5.0,-36.87,0,0,0,3,3,60.6,146.31,9.31,0.98,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
10876,1,0,3,4,3,0,0,4,4.0,90.0,0,1,0,1,1,33.11,13.44,3.64,0.91,1,20,9,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1608,0,3,1,1,4,2,-3,-1,3.16,-161.57,2,2,4,0,0,173.03,1.27,7.07,0.97,1,47,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1719,4,0,2,1,4,1,-2,0,2.0,180.0,1,3,2,0,2,146.76,127.09,1.46,1.0,1,1,12,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8854,4,0,4,1,3,1,1,0,1.0,0.0,1,2,1,1,3,81.37,55.52,4.28,0.95,1,31,15,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1
13078,0,3,3,2,1,3,2,-1,2.24,-26.57,0,1,1,3,3,104.75,101.3,9.35,0.98,1,29,26,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1965,1,4,0,3,4,1,-4,2,4.47,153.43,1,3,4,0,1,18.6,142.41,9.54,0.9,1,26,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5968,1,1,1,3,2,1,-1,2,2.24,116.57,1,2,1,2,1,86.48,82.27,5.8,0.98,1,10,44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
4289,4,4,4,3,3,3,1,0,1.0,0.0,2,1,1,1,3,121.13,136.92,6.63,0.97,1,21,23,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6288,2,2,3,4,4,0,-1,4,4.12,104.04,0,0,4,0,2,123.14,94.65,8.47,1.0,1,12,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
14254,2,1,2,1,2,4,0,-3,3.0,-90.0,0,0,2,2,2,92.65,25.09,9.94,0.95,1,2,13,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
6357,3,1,4,0,1,0,3,0,3.0,0.0,0,4,1,3,3,151.92,0.13,3.98,0.92,1,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
6490,2,3,3,4,1,2,2,2,2.83,45.0,2,2,1,1,1,71.35,143.06,5.03,0.96,1,34,32,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
10837,0,4,3,1,4,1,-1,0,1.0,180.0,0,3,4,0,2,172.19,48.07,4.1,0.9,1,35,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
577,3,3,3,0,0,2,3,-2,3.61,-33.69,2,0,0,4,0,51.67,17.89,1.45,0.97,1,2,46,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
3479,2,0,3,4,1,4,2,0,2.0,0.0,0,0,1,3,3,68.7,87.08,2.61,0.97,1,24,26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
6566,2,0,2,2,1,0,1,2,2.24,63.43,0,0,1,3,3,165.57,78.24,4.69,0.93,1,46,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2793,4,3,3,1,4,1,-1,0,1.0,180.0,1,2,3,0,2,89.99,116.43,1.46,0.99,1,6,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13853,1,3,0,1,0,4,0,-3,3.0,-90.0,0,0,0,4,3,165.34,133.43,4.43,0.94,1,39,15,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
9140,3,1,3,1,0,2,3,-1,3.16,-18.43,1,0,0,0,0,18.4,159.45,4.14,0.95,1,12,16,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
8821,0,4,0,0,0,1,0,-1,1.0,-90.0,1,3,0,1,0,10.28,148.77,7.31,0.93,1,23,48,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5532,4,3,0,4,3,2,-3,2,3.61,146.31,2,2,3,1,1,114.59,151.5,1.88,0.91,1,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13893,3,0,2,0,0,2,2,-2,2.83,-45.0,1,2,0,0,0,6.45,142.47,8.73,0.96,1,26,40,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8822,2,3,1,3,0,3,1,0,1.0,0.0,0,1,0,4,3,95.44,7.79,4.86,1.0,1,13,41,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7675,0,0,4,0,2,0,2,0,2.0,0.0,0,2,2,2,3,66.31,60.01,1.19,0.92,1,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
10601,3,3,4,4,1,3,3,1,3.16,18.43,0,1,1,3,1,63.56,130.15,1.44,0.92,1,14,31,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14910,3,2,0,0,3,0,-3,0,3.0,180.0,0,4,0,1,1,88.42,105.98,9.56,0.91,1,28,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1924,1,1,0,0,4,2,-4,-2,4.47,-153.43,1,2,0,0,0,94.82,161.24,4.88,0.92,1,17,28,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0
8762,4,0,3,4,0,4,3,0,3.0,0.0,3,0,0,1,3,122.81,155.22,9.59,0.99,1,43,8,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1
12810,2,0,2,2,2,1,0,1,1.0,90.0,1,2,2,2,1,8.32,121.48,2.36,0.93,1,40,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14991,2,0,4,3,2,2,2,1,2.24,26.57,0,0,2,2,3,167.8,33.18,8.83,0.98,1,7,25,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7991,1,2,3,4,3,0,0,4,4.0,90.0,0,1,3,1,1,168.58,124.6,8.45,0.94,1,10,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
8228,3,0,4,2,3,2,1,0,1.0,0.0,0,2,2,1,3,135.54,0.3,8.92,0.95,1,25,15,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7235,0,4,4,3,0,1,4,2,4.47,26.57,1,3,0,4,1,99.66,60.21,1.88,0.95,1,45,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
13684,0,4,0,1,4,1,-4,0,4.0,180.0,1,3,4,0,2,157.93,93.32,9.55,0.99,1,38,48,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1465,2,4,4,3,0,2,4,1,4.12,14.04,0,2,0,4,1,71.09,127.39,6.09,0.92,1,24,48,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5551,2,3,3,2,1,3,2,-1,2.24,-26.57,3,1,1,1,0,29.33,61.64,5.49,0.96,1,9,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
12852,3,2,2,0,2,3,0,-3,3.0,-90.0,3,1,2,0,0,28.33,165.14,1.14,0.9,1,15,23,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11304,1,2,1,4,4,4,-3,0,3.0,180.0,1,0,1,0,2,39.08,140.88,9.5,0.94,1,18,38,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12849,2,3,3,4,2,4,1,0,1.0,0.0,2,0,0,1,3,13.93,166.67,8.02,0.91,1,49,5,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11621,1,0,0,3,2,0,-2,3,3.61,123.69,0,1,1,2,1,67.66,15.89,6.31,0.93,1,31,33,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0
3191,0,4,1,0,2,3,-1,-3,3.16,-108.43,0,1,2,0,2,68.99,149.22,4.53,0.92,1,23,37,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
14261,0,0,0,3,2,3,-2,0,2.0,180.0,3,1,2,2,2,52.47,15.42,6.4,0.96,1,27,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13912,0,1,4,1,0,1,4,0,4.0,0.0,1,3,0,1,3,173.34,156.95,6.08,0.91,1,44,32,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4398,2,4,2,2,1,2,1,0,1.0,0.0,2,2,1,3,3,163.77,174.54,6.78,0.97,1,27,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13919,4,2,4,0,0,0,4,0,4.0,0.0,0,4,0,4,3,57.41,145.73,6.92,0.96,1,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12772,4,1,1,0,3,1,-2,-1,2.24,-153.43,1,3,3,1,0,48.42,149.17,3.41,0.92,1,38,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8503,1,1,0,2,1,3,-1,-1,1.41,-135.0,3,0,1,0,0,39.18,1.01,3.3,0.93,1,48,39,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1
13523,4,1,3,2,3,2,0,0,0.0,0.0,2,2,3,1,0,37.35,43.06,3.22,0.92,1,29,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2943,2,2,1,3,4,4,-3,-1,3.16,-161.57,0,0,4,0,2,138.04,21.4,6.11,1.0,1,33,33,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10920,0,0,3,2,4,2,-1,0,1.0,180.0,2,1,4,0,2,169.07,130.44,4.47,0.92,1,7,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
10208,1,2,3,2,2,2,1,0,1.0,0.0,2,2,1,2,3,70.38,2.46,4.14,0.94,1,44,49,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4834,1,2,0,4,2,1,-2,3,3.61,123.69,1,3,2,2,1,68.1,32.27,6.4,0.95,1,41,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
13576,2,0,2,2,4,3,-2,-1,2.24,-153.43,3,1,2,0,0,26.74,119.08,7.85,0.95,1,49,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
4471,2,1,3,0,4,1,-1,-1,1.41,-135.0,1,3,3,0,0,116.58,28.33,4.44,0.96,1,40,49,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5210,0,2,2,2,1,4,1,-2,2.24,-63.43,2,0,1,1,0,16.78,115.04,2.11,0.91,1,33,41,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
4108,4,1,4,3,1,3,3,0,3.0,0.0,2,1,1,1,3,110.22,148.21,2.56,0.93,1,30,44,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5696,4,2,0,4,3,2,-3,2,3.61,146.31,2,0,3,1,2,97.59,75.23,4.22,0.99,1,34,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
2024,3,3,4,2,2,1,2,1,2.24,26.57,1,3,2,2,1,63.92,137.61,4.21,0.96,1,30,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
2560,3,1,0,1,0,1,0,0,0.0,0.0,1,3,0,1,0,132.48,109.32,3.3,0.98,1,39,13,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1012,4,4,3,4,3,4,0,0,0.0,0.0,4,0,0,1,0,22.84,103.23,2.05,0.98,1,10,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8484,3,0,2,0,3,1,-1,-1,1.41,-135.0,1,3,3,1,0,155.44,65.79,7.03,0.92,1,11,39,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
763,4,4,4,2,3,2,1,0,1.0,0.0,0,2,0,1,3,16.68,71.83,9.86,0.98,1,47,15,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
6110,0,1,4,2,2,4,2,-2,2.83,-45.0,0,0,2,2,3,22.45,33.68,7.83,0.96,1,33,49,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
2761,2,4,0,2,2,2,-2,0,2.0,180.0,0,2,2,0,2,39.86,85.07,9.54,0.91,1,41,13,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2359,4,1,1,0,2,2,-1,-2,2.24,-116.57,0,2,2,1,2,175.93,179.73,3.27,0.97,1,38,48,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
7079,2,2,3,2,0,1,3,1,3.16,18.43,0,1,0,4,1,50.16,142.57,9.52,0.91,1,23,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1255,1,3,3,2,1,2,2,0,2.0,0.0,2,2,1,3,3,110.2,49.08,9.04,0.92,1,29,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1846,3,4,1,1,4,1,-3,0,3.0,180.0,0,3,4,0,2,127.92,78.23,2.74,0.9,1,5,17,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5768,3,4,3,2,3,3,0,-1,1.0,-90.0,3,1,1,0,0,111.7,39.98,4.86,0.93,1,43,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
11907,0,3,3,1,1,1,2,0,2.0,0.0,0,3,1,3,3,13.54,158.1,1.97,0.99,1,47,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1807,4,0,4,1,4,3,0,-2,2.0,-90.0,0,1,4,0,1,65.44,53.46,6.53,0.97,1,6,37,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
9985,2,3,4,1,1,2,3,-1,3.16,-18.43,1,0,1,3,0,31.56,21.29,8.01,0.95,1,25,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
14228,4,4,4,2,4,2,0,0,0.0,0.0,2,2,4,0,0,172.55,120.87,2.88,0.93,1,48,28,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
14973,2,4,3,4,3,0,0,4,4.0,90.0,0,4,2,0,1,145.18,116.88,2.1,0.97,1,28,28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4383,3,4,3,2,2,4,1,-2,2.24,-63.43,0,0,2,2,3,19.53,2.84,5.82,0.98,1,27,34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
11762,1,0,3,3,0,3,3,0,3.0,0.0,3,0,0,4,3,51.32,24.61,8.04,0.95,1,8,28,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13854,2,1,4,1,4,1,0,0,0.0,0.0,1,2,2,0,0,139.42,68.86,8.22,0.91,1,43,47,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
11594,4,3,2,2,3,0,-1,2,2.24,116.57,0,0,2,1,2,47.71,34.39,2.17,0.95,1,45,36,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1
7985,1,1,0,0,4,0,-4,0,4.0,180.0,0,4,4,0,2,118.6,145.51,5.1,0.95,1,7,34,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2385,2,3,3,1,2,1,1,0,1.0,0.0,1,3,2,2,3,99.65,34.2,7.28,0.97,1,4,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,1,3,2,2,0,0,2,2,2.83,45.0,0,4,0,1,1,107.17,105.06,6.18,0.99,1,44,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12034,0,1,0,4,2,0,-2,4,4.47,116.57,0,0,1,2,2,178.4,47.13,7.51,0.99,1,23,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
13295,1,4,3,3,4,0,-1,3,3.16,108.43,0,2,0,0,1,133.12,98.54,1.12,0.93,1,3,34,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
11046,1,3,1,4,3,2,-2,2,2.83,135.0,2,1,0,1,1,136.76,152.67,5.7,0.92,1,5,28,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1021,1,1,4,4,4,4,0,0,0.0,0.0,2,0,2,0,0,33.87,144.19,8.46,0.95,1,36,15,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1414,3,3,0,2,3,2,-3,0,3.0,180.0,2,2,3,1,2,34.57,86.39,7.25,0.99,1,30,20,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,0,0,2,2,0,1,2,1,2.24,26.57,1,0,0,2,3,105.14,171.38,9.88,0.93,1,21,26,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8270,3,4,2,2,3,1,-1,1,1.41,135.0,0,0,0,1,3,74.96,4.96,1.13,0.94,1,4,30,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1
10272,0,1,1,1,2,4,-1,-3,3.16,-108.43,0,0,1,2,2,123.65,142.31,2.39,0.98,1,6,39,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
12120,0,2,2,3,4,0,-2,3,3.61,123.69,0,4,1,0,1,83.62,1.31,9.2,0.92,1,34,10,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2005,3,3,4,0,1,0,3,0,3.0,0.0,0,4,1,3,3,148.8,58.62,6.45,0.94,1,22,27,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11647,3,0,1,2,2,2,-1,0,1.0,180.0,2,2,2,0,2,25.26,39.04,6.52,0.96,1,32,44,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
11602,0,4,1,3,1,1,0,2,2.0,90.0,1,3,0,3,1,4.43,112.1,8.16,0.91,1,41,28,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
8125,4,0,4,1,4,3,0,-2,2.0,-90.0,0,1,4,0,1,35.47,120.59,4.5,0.93,1,6,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7458,2,1,3,3,1,3,2,0,2.0,0.0,1,0,1,3,3,7.81,131.38,5.09,0.94,1,14,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
